symbol	company	listing_date	market_date	sector	sub_sector	open_price	close_price	low_price	high_price	volume
MKC	McCormick & Co.		2016-01-13	Consumer Staples	Packaged Foods & Meats	85.74	84.88	84.73	86.20	811100
MLM	Martin Marietta Materials	2014-07-02	2016-01-13	Materials	Construction Materials	128.17	122.88	121.97	128.92	1247700
MMC	Marsh & McLennan	1987-08-31	2016-01-13	Financials	Insurance Brokers	53.43	52.23	52.08	53.56	2683800
MMM	3M Company		2016-01-13	Industrials	Industrial Conglomerates	140.89	138.72	138.54	142.19	2598300
MNK	Mallinckrodt Plc	2014-08-19	2016-01-13	Health Care	Pharmaceuticals	66.44	61.83	61.63	67.93	1955200
MNST	Monster Beverage	2012-06-28	2016-01-13	Consumer Staples	Soft Drinks	146.09	143.67	143.42	149.38	3909600
MO	Altria Group Inc		2016-01-13	Consumer Staples	Tobacco	59.35	57.78	57.70	59.35	7714600
MON	Monsanto Co.	2002-08-07	2016-01-13	Materials	Fertilizers & Agricultural Chemicals	92.99	91.19	90.87	93.32	4358800
MOS	The Mosaic Company	2011-09-26	2016-01-13	Materials	Fertilizers & Agricultural Chemicals	24.75	24.14	24.03	25.17	6384300
MPC	Marathon Petroleum	2011-07-01	2016-01-13	Energy	Oil & Gas Refining & Marketing & Transportation	46.71	42.28	41.85	46.77	9902200
MRK	Merck & Co.		2016-01-13	Health Care	Pharmaceuticals	51.91	50.66	50.58	52.06	16546600
MRO	Marathon Oil Corp.	1991-05-01	2016-01-13	Energy	Oil & Gas Exploration & Production	9.40	8.54	8.44	9.64	26857700
MSFT	Microsoft Corp.	1994-06-01	2016-01-13	Information Technology	Systems Software	53.80	51.64	51.30	54.07	66883600
MSI	Motorola Solutions Inc.		2016-01-13	Information Technology	Telecommunications Equipment	65.07	63.37	63.20	65.15	877900
MTB	M&T Bank Corp.		2016-01-13	Financials	Banks	110.98	106.72	106.49	111.16	1595200
MTD	Mettler Toledo	2016-09-06	2016-01-13	Health Care	Life Sciences Tools & Services	318.40	311.58	310.64	326.64	161800
MU	Micron Technology	1994-09-27	2016-01-13	Information Technology	Semiconductors	12.78	12.06	11.91	12.97	35319800
MUR	Murphy Oil		2016-01-13	Energy	Integrated Oil & Gas	18.51	17.30	17.00	19.00	4937100
MYL	Mylan N.V.		2016-01-13	Health Care	Pharmaceuticals	50.50	48.89	48.77	50.99	4085500
NAVI	Navient	2014-05-01	2016-01-13	Financials	Consumer Finance	10.07	9.42	9.42	10.20	5927800
NBL	Noble Energy Inc	2007-10-08	2016-01-13	Energy	Oil & Gas Exploration & Production	29.12	27.94	27.77	29.64	6731500
NDAQ	NASDAQ OMX Group	2008-10-22	2016-01-13	Financials	Diversified Financial Services	57.77	55.73	55.46	57.91	1448900
NEE	NextEra Energy	1976-06-30	2016-01-13	Utilities	MultiUtilities	105.68	104.62	103.74	105.89	2573200
NEM	Newmont Mining Corp. (Hldg. Co.)	1969-06-30	2016-01-13	Materials	Gold	17.07	17.48	17.04	17.61	8065200
NFLX	Netflix Inc.	2010-12-20	2016-01-13	Information Technology	Internet Software & Services	114.43	106.56	104.53	114.48	24921600
NFX	Newfield Exploration Co	2010-12-20	2016-01-13	Energy	Oil & Gas Exploration & Production	29.72	28.17	27.89	30.39	3244400
NI	NiSource Inc.		2016-01-13	Utilities	MultiUtilities	19.52	19.47	19.34	19.66	2140100
NKE	Nike	1988-11-30	2016-01-13	Consumer Discretionary	Apparel, Accessories & Luxury Goods	60.53	58.78	58.67	60.53	9944300
NLSN	Nielsen Holdings	2013-07-09	2016-01-13	Industrials	Research & Consulting Services	45.43	44.62	44.58	45.68	2417800
NOC	Northrop Grumman Corp.	1985-06-30	2016-01-13	Industrials	Aerospace & Defense	189.00	184.86	184.57	189.44	1099200
NOV	National Oilwell Varco Inc.		2016-01-13	Energy	Oil & Gas Equipment & Services	30.82	29.08	29.01	31.01	8858400
NRG	NRG Energy	2010-01-29	2016-01-13	Utilities	Independent Power Producers & Energy Traders	10.04	9.82	9.58	10.27	8335300
NSC	Norfolk Southern Corp.		2016-01-13	Industrials	Railroads	76.16	71.44	70.09	76.49	1988100
NTAP	NetApp		2016-01-13	Information Technology	Internet Software & Services	22.76	22.52	22.38	23.31	6178200
NTRS	Northern Trust Corp.		2016-01-13	Financials	Asset Management & Custody Banks	66.58	64.75	64.60	66.86	2183100
NUE	Nucor Corp.	1985-04-30	2016-01-13	Materials	Steel	36.61	35.62	35.55	37.07	3481100
NVDA	Nvidia Corporation		2016-01-13	Information Technology	Semiconductors	30.41	29.26	29.23	30.61	12041800
NWL	Newell Brands	1989-04-30	2016-01-13	Consumer Discretionary	Housewares & Specialties	40.15	37.97	37.93	40.78	7430300
NWS	News Corp. Class B	2015-09-18	2016-01-13	Consumer Discretionary	Publishing	12.88	12.53	12.46	12.95	901100
NWSA	News Corp. Class A	2013-08-01	2016-01-13	Consumer Discretionary	Publishing	12.51	12.19	12.08	12.54	4484900
O	Realty Income Corporation	2015-04-07	2016-01-13	Real Estate	Retail REITs	52.45	51.84	51.70	53.17	2608700
OKE	ONEOK	2010-03-15	2016-01-13	Energy	Oil & Gas Exploration & Production	22.05	20.97	20.37	22.25	5252700
OMC	Omnicom Group		2016-01-13	Consumer Discretionary	Advertising	70.94	69.25	69.14	71.24	1113500
ORCL	Oracle Corp.	1989-08-31	2016-01-13	Information Technology	Application Software	35.19	34.08	33.87	35.40	28322900
ORLY	O'Reilly Automotive	2009-03-27	2016-01-13	Consumer Discretionary	Specialty Stores	244.62	235.68	235.14	244.75	840900
OXY	Occidental Petroleum	1982-12-31	2016-01-13	Energy	Oil & Gas Exploration & Production	61.75	60.40	60.03	62.80	7836400
CVX	Chevron Corp.		2016-01-20	Energy	Integrated Oil & Gas	79.98	78.98	75.33	80.31	26151100
CXO	Concho Resources	2016-02-22	2016-01-20	Energy	Oil & Gas Exploration & Production	73.62	72.52	69.94	74.58	4670100
D	Dominion Resources		2016-01-20	Utilities	Electric Utilities	69.45	68.73	67.94	69.75	3773800
DAL	Delta Air Lines	2013-09-11	2016-01-20	Industrials	Airlines	46.09	45.69	42.54	46.76	21927500
DD	Du Pont (E.I.)		2016-01-20	Materials	Diversified Chemicals	52.80	52.79	50.88	53.18	6660300
DE	Deere & Co.		2016-01-20	Industrials	Construction & Farm Machinery & Heavy Trucks	71.37	72.00	70.16	73.01	4230200
DFS	Discover Financial Services	2007-07-02	2016-01-20	Financials	Consumer Finance	47.86	48.75	47.29	49.29	3926200
DG	Dollar General	2012-12-03	2016-01-20	Consumer Discretionary	General Merchandise Stores	69.54	70.23	68.65	70.62	5348800
DGX	Quest Diagnostics		2016-01-20	Health Care	Health Care Facilities	64.83	65.00	63.37	65.48	1778300
DHI	D. R. Horton		2016-01-20	Consumer Discretionary	Homebuilding	26.46	26.47	25.41	26.83	8836700
DHR	Danaher Corp.		2016-01-20	Industrials	Industrial Conglomerates	84.46	85.00	83.50	85.65	6241900
DIS	The Walt Disney Company	1976-06-30	2016-01-20	Consumer Discretionary	Broadcasting & Cable TV	92.18	92.54	90.42	93.64	16918100
DISCA	Discovery Communications-A	2010-03-01	2016-01-20	Consumer Discretionary	Cable & Satellite	25.34	25.53	24.70	25.77	3013900
DISCK	Discovery Communications-C	2014-08-07	2016-01-20	Consumer Discretionary	Cable & Satellite	24.92	25.02	24.21	25.23	3371400
DLPH	Delphi Automotive	2012-12-24	2016-01-20	Consumer Discretionary	Auto Parts & Equipment	66.18	65.72	63.47	66.84	5328300
DLR	Digital Realty Trust	2016-05-18	2016-01-20	Real Estate	Specialized REITs	74.29	72.64	69.89	74.29	2154500
DLTR	Dollar Tree	2011-12-19	2016-01-20	Consumer Discretionary	General Merchandise Stores	76.00	76.03	73.74	76.73	2138800
DNB	Dun & Bradstreet	2008-12-02	2016-01-20	Industrials	Research & Consulting Services	94.48	97.28	92.99	97.98	346100
DOV	Dover Corp.	1985-10-31	2016-01-20	Industrials	Industrial Machinery	52.50	52.65	50.91	52.97	1952200
DOW	Dow Chemical		2016-01-20	Materials	Diversified Chemicals	41.58	41.32	40.26	41.74	14888400
DPS	Dr Pepper Snapple Group	2008-10-07	2016-01-20	Consumer Staples	Soft Drinks	89.74	90.22	88.90	91.26	2284900
DRI	Darden Restaurants		2016-01-20	Consumer Discretionary	Restaurants	59.92	59.67	57.95	60.33	2160700
DTE	DTE Energy Co.		2016-01-20	Utilities	MultiUtilities	81.71	80.19	79.53	82.39	2033400
DUK	Duke Energy	1976-06-30	2016-01-20	Utilities	Electric Utilities	72.57	71.42	70.65	72.99	3593300
DVA	DaVita Inc.	2008-07-31	2016-01-20	Health Care	Health Care Facilities	64.98	65.41	63.38	65.89	1178200
DVN	Devon Energy Corp.		2016-01-20	Energy	Oil & Gas Exploration & Production	22.56	21.59	19.69	22.65	18600900
EA	Electronic Arts		2016-01-20	Information Technology	Home Entertainment Software	66.20	66.85	65.04	67.69	4663500
EBAY	eBay Inc.		2016-01-20	Information Technology	Internet Software & Services	24.84	25.82	24.76	26.14	17507900
ECL	Ecolab Inc.	1989-01-31	2016-01-20	Materials	Specialty Chemicals	100.88	102.44	99.99	103.54	1738000
ED	Consolidated Edison		2016-01-20	Utilities	Electric Utilities	68.66	68.25	67.73	69.05	3398500
EFX	Equifax Inc.		2016-01-20	Industrials	Research & Consulting Services	102.20	101.68	98.40	102.82	886500
EIX	Edison Int'l		2016-01-20	Utilities	Electric Utilities	59.77	59.01	58.24	60.18	3095800
EL	Estee Lauder Cos.		2016-01-20	Consumer Staples	Personal Products	82.67	82.93	81.02	83.55	2355600
EMN	Eastman Chemical	1994-01-01	2016-01-20	Materials	Diversified Chemicals	60.05	60.78	58.85	61.43	1433800
EMR	Emerson Electric Company	1965-03-31	2016-01-20	Industrials	Industrial Conglomerates	42.31	42.64	41.25	42.97	5907300
ENDP	Endo International	2015-01-27	2016-01-20	Health Care	Pharmaceuticals	51.76	55.08	51.71	56.18	4885200
EOG	EOG Resources		2016-01-20	Energy	Oil & Gas Exploration & Production	59.73	60.24	57.15	60.88	10621600
EQIX	Equinix	2015-03-20	2016-01-20	Real Estate	REITs	290.84	294.36	281.85	297.25	1383600
EQR	Equity Residential		2016-01-20	Real Estate	REITs	78.43	76.40	75.41	78.67	2210600
EQT	EQT Corporation	2008-12-19	2016-01-20	Energy	Oil & Gas Exploration & Production	52.18	55.45	51.39	56.21	2841500
ES	Eversource Energy		2016-01-20	Utilities	MultiUtilities	52.37	51.15	50.52	52.65	3408700
ESRX	Express Scripts	2003-09-25	2016-01-20	Health Care	Health Care Distributors	71.43	71.70	69.04	72.24	7719800
ESS	Essex Property Trust, Inc.	2014-04-02	2016-01-20	Real Estate	Residential REITs	231.61	224.48	223.95	231.61	717300
ETFC	E*Trade	2004-03-31	2016-01-20	Financials	Investment Banking & Brokerage	24.22	24.33	23.44	24.76	8141600
ETN	Eaton Corporation		2016-01-20	Industrials	Industrial Conglomerates	47.23	47.51	46.19	47.95	4127000
ETR	Entergy Corp.		2016-01-20	Utilities	Electric Utilities	68.42	66.56	65.38	68.91	1515100
EVHC	Envision Healthcare Corp	2016-12-02	2016-01-20	Health Care	Health Care Services	21.86	22.51	20.88	22.88	2420100
EW	Edwards Lifesciences	2011-04-01	2016-01-20	Health Care	Health Care Equipment	73.47	75.49	72.20	76.03	2124600
EXC	Exelon Corp.		2016-01-20	Utilities	MultiUtilities	27.41	26.78	26.26	27.45	10755100
EXPD	Expeditors Int'l	2007-10-10	2016-01-20	Industrials	Air Freight & Logistics	42.34	43.28	42.33	43.54	3069500
EXPE	Expedia Inc.	2007-10-02	2016-01-20	Consumer Discretionary	Internet & Direct Marketing Retail	103.75	106.28	100.07	107.88	3142300
EXR	Extra Space Storage	2016-01-19	2016-01-20	Real Estate	Specialized REITs	88.04	84.85	83.56	88.36	2160900
F	Ford Motor		2016-01-20	Consumer Discretionary	Automobile Manufacturers	11.79	11.90	11.47	12.07	59879000
FAST	Fastenal Co	2009-09-15	2016-01-20	Industrials	Building Products	36.35	36.53	35.18	36.86	4642100
FB	Facebook	2013-12-23	2016-01-20	Information Technology	Internet Software & Services	92.83	94.35	89.37	95.00	59051400
CNC	Centene Corporation	2016-03-30	2016-01-28	Health Care	Managed Health Care	62.10	59.03	57.88	62.22	2595600
CNP	CenterPoint Energy	1985-07-31	2016-01-28	Utilities	MultiUtilities	17.50	17.54	17.26	17.68	4402600
COF	Capital One Financial		2016-01-28	Financials	Consumer Finance	63.79	62.99	62.12	63.79	6491500
COG	Cabot Oil & Gas	2008-06-23	2016-01-28	Energy	Oil & Gas Exploration & Production	20.40	19.39	19.32	20.47	12925200
COH	Coach Inc.		2016-01-28	Consumer Discretionary	Apparel, Accessories & Luxury Goods	34.76	35.82	34.53	35.89	8616600
COL	Rockwell Collins		2016-01-28	Industrials	Industrial Conglomerates	80.31	81.17	79.78	81.43	1108300
COO	The Cooper Companies	2016-09-23	2016-01-28	Health Care	Health Care Supplies	129.42	126.83	125.45	130.97	564500
COP	ConocoPhillips		2016-01-28	Energy	Oil & Gas Exploration & Production	37.92	38.02	37.08	39.43	16876200
COST	Costco Co.	1993-10-01	2016-01-28	Consumer Staples	Hypermarkets & Super Centers	148.55	149.59	147.81	149.97	2076100
COTY	Coty, Inc	2016-10-03	2016-01-28	Consumer Staples	Personal Products	23.45	23.45	23.12	23.65	832000
CPB	Campbell Soup		2016-01-28	Consumer Staples	Packaged Foods & Meats	55.33	55.73	54.90	56.17	1295700
CRM	Salesforce.com	2008-09-15	2016-01-28	Information Technology	Internet Software & Services	66.88	65.69	65.27	67.50	8734000
CSCO	Cisco Systems	1993-12-01	2016-01-28	Information Technology	Networking Equipment	23.73	23.11	22.98	23.79	31833500
CSRA	CSRA Inc.	2015-12-01	2016-01-28	Information Technology	IT Consulting & Other Services	26.08	25.89	25.60	26.48	1050400
CSX	CSX Corp.	1967-09-30	2016-01-28	Industrials	Railroads	22.27	22.37	22.03	22.52	6289700
CTAS	Cintas Corporation		2016-01-28	Industrials	Diversified Support Services	83.40	83.14	82.75	83.75	817300
CTL	CenturyLink Inc		2016-01-28	Telecommunications Services	Integrated Telecommunications Services	24.84	24.82	24.34	25.00	4887000
CTSH	Cognizant Technology Solutions		2016-01-28	Information Technology	IT Consulting & Other Services	61.78	61.34	61.14	62.26	4190700
CTXS	Citrix Systems		2016-01-28	Information Technology	Internet Software & Services	70.85	68.51	67.20	72.49	6356300
CVS	CVS Health		2016-01-28	Consumer Staples	Drug Retail	95.27	93.49	93.08	95.27	4074700
CVX	Chevron Corp.		2016-01-28	Energy	Integrated Oil & Gas	85.75	85.92	83.70	86.69	13017400
CXO	Concho Resources	2016-02-22	2016-01-28	Energy	Oil & Gas Exploration & Production	93.49	91.08	88.58	93.54	2434200
D	Dominion Resources		2016-01-28	Utilities	Electric Utilities	69.70	70.94	69.43	71.51	3579600
DAL	Delta Air Lines	2013-09-11	2016-01-28	Industrials	Airlines	44.84	43.20	42.52	45.00	13996900
DD	Du Pont (E.I.)		2016-01-28	Materials	Diversified Chemicals	52.05	52.01	50.95	52.49	4214800
DE	Deere & Co.		2016-01-28	Industrials	Construction & Farm Machinery & Heavy Trucks	74.70	74.81	73.36	75.24	2208700
DFS	Discover Financial Services	2007-07-02	2016-01-28	Financials	Consumer Finance	46.08	44.83	44.82	46.99	12584500
DG	Dollar General	2012-12-03	2016-01-28	Consumer Discretionary	General Merchandise Stores	74.25	73.40	73.26	74.26	2843100
DGX	Quest Diagnostics		2016-01-28	Health Care	Health Care Facilities	66.43	64.15	63.13	67.31	1938100
DHI	D. R. Horton		2016-01-28	Consumer Discretionary	Homebuilding	27.09	26.78	26.43	27.43	6153200
DHR	Danaher Corp.		2016-01-28	Industrials	Industrial Conglomerates	84.78	84.47	84.00	85.08	4709200
DIS	The Walt Disney Company	1976-06-30	2016-01-28	Consumer Discretionary	Broadcasting & Cable TV	95.20	93.53	92.37	95.20	7312700
DISCA	Discovery Communications-A	2010-03-01	2016-01-28	Consumer Discretionary	Cable & Satellite	27.37	26.73	26.22	27.42	2777800
DISCK	Discovery Communications-C	2014-08-07	2016-01-28	Consumer Discretionary	Cable & Satellite	27.04	26.44	25.95	27.13	2555900
DLPH	Delphi Automotive	2012-12-24	2016-01-28	Consumer Discretionary	Auto Parts & Equipment	67.11	64.14	64.11	67.98	2740500
DLR	Digital Realty Trust	2016-05-18	2016-01-28	Real Estate	Specialized REITs	77.54	79.47	77.08	80.80	2239200
DLTR	Dollar Tree	2011-12-19	2016-01-28	Consumer Discretionary	General Merchandise Stores	79.12	78.91	77.42	79.35	1843600
DNB	Dun & Bradstreet	2008-12-02	2016-01-28	Industrials	Research & Consulting Services	96.82	95.71	95.37	97.41	151200
DOV	Dover Corp.	1985-10-31	2016-01-28	Industrials	Industrial Machinery	56.61	56.62	55.58	56.98	2072800
DOW	Dow Chemical		2016-01-28	Materials	Diversified Chemicals	42.00	41.55	40.70	42.14	7851400
DPS	Dr Pepper Snapple Group	2008-10-07	2016-01-28	Consumer Staples	Soft Drinks	90.71	92.07	90.51	92.23	2093300
DRI	Darden Restaurants		2016-01-28	Consumer Discretionary	Restaurants	62.56	63.26	62.26	63.98	2442100
DTE	DTE Energy Co.		2016-01-28	Utilities	MultiUtilities	82.00	83.25	81.59	83.90	770300
DUK	Duke Energy	1976-06-30	2016-01-28	Utilities	Electric Utilities	72.17	73.47	71.83	73.96	2294000
DVA	DaVita Inc.	2008-07-31	2016-01-28	Health Care	Health Care Facilities	66.11	64.45	64.32	66.51	1216400
DVN	Devon Energy Corp.		2016-01-28	Energy	Oil & Gas Exploration & Production	25.80	26.79	25.21	26.99	11272800
EA	Electronic Arts		2016-01-28	Information Technology	Home Entertainment Software	70.70	69.79	68.72	71.03	5967200
EBAY	eBay Inc.		2016-01-28	Information Technology	Internet Software & Services	23.23	23.13	22.40	24.13	55880800
ECL	Ecolab Inc.	1989-01-31	2016-01-28	Materials	Specialty Chemicals	104.08	104.00	103.38	105.20	1030200
ED	Consolidated Edison		2016-01-28	Utilities	Electric Utilities	68.24	69.15	67.65	69.63	1423400
EFX	Equifax Inc.		2016-01-28	Industrials	Research & Consulting Services	103.56	101.77	101.65	103.68	931500
EIX	Edison Int'l		2016-01-28	Utilities	Electric Utilities	60.33	61.56	60.01	62.11	1894900
EL	Estee Lauder Cos.		2016-01-28	Consumer Staples	Personal Products	82.90	83.69	82.89	84.22	1776400
EMN	Eastman Chemical	1994-01-01	2016-01-28	Materials	Diversified Chemicals	63.34	63.06	62.42	63.78	1697400
PAYX	Paychex Inc.		2016-01-13	Information Technology	Internet Software & Services	47.73	46.38	46.34	47.74	3974800
PBCT	People's United Financial	2008-11-13	2016-01-13	Financials	Thrifts & Mortgage Finance	15.12	14.49	14.47	15.17	6628300
PBI	Pitney-Bowes		2016-01-13	Industrials	Technology, Hardware, Software and Supplies	19.07	18.59	18.55	19.24	1629400
PCAR	PACCAR Inc.	1980-12-31	2016-01-13	Industrials	Construction & Farm Machinery & Heavy Trucks	45.27	44.30	44.12	45.66	2652400
PCG	PG&E Corp.		2016-01-13	Utilities	MultiUtilities	52.67	52.29	52.20	52.97	2935000
PCLN	Priceline.com Inc	2009-11-06	2016-01-13	Consumer Discretionary	Internet & Direct Marketing Retail	1155.99	1098.90	1076.35	1156.98	1136600
PDCO	Patterson Companies		2016-01-13	Health Care	Health Care Supplies	41.80	40.21	40.20	41.83	1270400
PEG	Public Serv. Enterprise Inc.		2016-01-13	Utilities	Electric Utilities	38.63	38.78	38.40	39.31	3589300
PEP	PepsiCo Inc.		2016-01-13	Consumer Staples	Soft Drinks	97.47	96.50	96.35	97.94	5161500
PFE	Pfizer Inc.		2016-01-13	Health Care	Pharmaceuticals	31.09	30.37	30.27	31.28	40572000
PFG	Principal Financial Group		2016-01-13	Financials	Diversified Financial Services	40.19	38.30	37.90	40.47	2365500
PG	Procter & Gamble		2016-01-13	Consumer Staples	Personal Products	76.97	75.85	75.79	76.99	9310100
PGR	Progressive Corp.		2016-01-13	Financials	Property & Casualty Insurance	30.88	30.11	30.05	30.92	2794900
PH	Parker-Hannifin	1985-11-30	2016-01-13	Industrials	Industrial Conglomerates	90.98	89.72	89.51	91.60	1433700
PHM	Pulte Homes Inc.	1984-04-30	2016-01-13	Consumer Discretionary	Homebuilding	16.66	16.30	16.27	17.08	13149700
PKI	PerkinElmer	1985-05-31	2016-01-13	Health Care	Health Care Equipment	48.67	47.09	46.84	48.76	538600
PLD	Prologis		2016-01-13	Real Estate	REITs	40.87	40.50	40.41	41.45	3601400
PM	Philip Morris International	2008-03-31	2016-01-13	Consumer Staples	Tobacco	89.00	88.31	88.06	89.20	6109300
PNC	PNC Financial Services	1988-04-30	2016-01-13	Financials	Banks	89.32	86.41	85.83	89.84	2970800
PNR	Pentair Ltd.	2012-10-01	2016-01-13	Industrials	Industrial Machinery	46.34	45.07	44.97	47.00	1617800
PNW	Pinnacle West Capital		2016-01-13	Utilities	MultiUtilities	63.80	63.87	63.56	64.75	1082000
PPG	PPG Industries		2016-01-13	Materials	Diversified Chemicals	95.98	93.05	93.01	96.24	2119900
PPL	PPL Corp.		2016-01-13	Utilities	Electric Utilities	33.62	33.50	33.40	33.85	4977500
PRGO	Perrigo	2011-12-19	2016-01-13	Health Care	Pharmaceuticals	147.37	143.08	142.52	147.66	1593400
PRU	Prudential Financial		2016-01-13	Financials	Diversified Financial Services	74.90	71.82	71.18	75.67	5032200
PSA	Public Storage		2016-01-13	Real Estate	REITs	250.49	249.35	248.91	254.66	849400
PSX	Phillips 66	2012-05-01	2016-01-13	Energy	Oil & Gas Refining & Marketing & Transportation	78.91	75.25	74.54	78.93	6500200
PVH	PVH Corp.	2013-02-15	2016-01-13	Consumer Discretionary	Apparel, Accessories & Luxury Goods	70.56	69.95	69.86	71.68	1324900
PWR	Quanta Services Inc.	2009-07-01	2016-01-13	Industrials	Industrial Conglomerates	18.67	18.08	17.93	18.67	2829300
PX	Praxair Inc.	1992-07-01	2016-01-13	Materials	Industrial Gases	100.59	98.01	97.55	102.32	2652800
PXD	Pioneer Natural Resources	2008-09-24	2016-01-13	Energy	Oil & Gas Exploration & Production	114.99	114.20	111.92	117.21	3518000
PYPL	PayPal	2015-07-20	2016-01-13	Information Technology	Data Processing & Outsourced Services	33.28	32.12	31.97	33.57	8069400
QCOM	QUALCOMM Inc.		2016-01-13	Information Technology	Semiconductors	47.22	46.10	46.07	47.97	17285100
QRVO	Qorvo	2015-06-11	2016-01-13	Information Technology	Semiconductors	40.74	40.39	38.90	42.25	5785300
R	Ryder System	1982-12-31	2016-01-13	Industrials	Industrial Conglomerates	51.33	49.97	49.64	51.89	1248400
RAI	Reynolds American Inc.		2016-01-13	Consumer Staples	Tobacco	48.24	47.39	47.29	48.88	4669000
RCL	Royal Caribbean Cruises Ltd	2014-12-05	2016-01-13	Consumer Discretionary	Hotels, Resorts & Cruise Lines	94.05	89.04	88.90	94.56	3597600
REGN	Regeneron	2013-05-01	2016-01-13	Health Care	Biotechnology	474.85	459.57	451.39	474.85	1396900
RF	Regions Financial Corp.		2016-01-13	Financials	Diversified Financial Services	8.81	8.33	8.28	8.83	27971600
RHI	Robert Half International		2016-01-13	Industrials	Human Resource & Employment Services	44.08	42.42	42.34	44.35	1576500
RHT	Red Hat Inc.	2009-07-27	2016-01-13	Information Technology	Systems Software	79.20	76.60	76.05	79.55	1967700
RIG	Transocean	2013-10-29	2016-01-13	Energy	Oil & Gas Drilling	10.46	9.80	9.51	10.61	15669800
RL	Polo Ralph Lauren Corp.	2007-02-02	2016-01-13	Consumer Discretionary	Apparel, Accessories & Luxury Goods	104.96	100.78	100.57	105.99	1045900
ROK	Rockwell Automation Inc.		2016-01-13	Industrials	Industrial Conglomerates	94.78	92.97	92.64	95.50	1382200
ROP	Roper Industries	2009-12-23	2016-01-13	Industrials	Industrial Conglomerates	177.24	170.76	170.56	178.56	483600
ROST	Ross Stores	2009-12-21	2016-01-13	Consumer Discretionary	Apparel Retail	54.26	52.19	52.07	54.27	3565100
RRC	Range Resources Corp.	2007-12-21	2016-01-13	Energy	Oil & Gas Exploration & Production	23.61	23.91	23.20	24.26	9841800
RSG	Republic Services Inc	2008-12-05	2016-01-13	Industrials	Industrial Conglomerates	44.67	43.82	43.63	44.80	2212400
RTN	Raytheon Co.		2016-01-13	Industrials	Aerospace & Defense	125.50	121.31	121.12	125.53	1744100
SBUX	Starbucks Corp.		2016-01-13	Consumer Discretionary	Restaurants	59.80	57.87	57.80	60.00	11303600
SCG	SCANA Corp	2009-01-02	2016-01-13	Utilities	MultiUtilities	60.70	60.23	60.10	60.98	1176500
SCHW	Charles Schwab Corporation		2016-01-13	Financials	Investment Banking & Brokerage	29.11	27.71	27.46	29.46	12194000
SE	Spectra Energy Corp.		2016-01-13	Energy	Oil & Gas Refining & Marketing & Transportation	24.55	24.19	23.64	24.61	9474500
SEE	Sealed Air		2016-01-13	Materials	Paper Packaging	42.31	40.77	40.71	42.78	1791900
SHW	Sherwin-Williams	1964-06-30	2016-01-13	Materials	Specialty Chemicals	247.83	241.16	240.43	247.83	586000
SIG	Signet Jewelers	2015-07-29	2016-01-05	Consumer Discretionary	Specialty Stores	125.23	125.58	122.39	127.06	1779300
SJM	JM Smucker	2008-11-06	2016-01-05	Consumer Staples	Packaged Foods & Meats	122.17	123.30	121.87	123.69	1242600
SLB	Schlumberger Ltd.	1965-03-31	2016-01-05	Energy	Oil & Gas Equipment & Services	69.34	69.50	68.09	69.84	6783600
SLG	SL Green Realty	2015-03-20	2016-01-05	Real Estate	Office REITs	110.50	110.92	109.80	111.14	502000
SNA	Snap-On Inc.	1982-09-30	2016-01-05	Consumer Discretionary	Household Appliances	168.94	168.34	167.10	169.95	349300
SNI	Scripps Networks Interactive Inc.	2008-07-01	2016-01-05	Consumer Discretionary	Broadcasting & Cable TV	53.97	53.40	53.30	54.29	1081000
SO	Southern Co.		2016-01-05	Utilities	Electric Utilities	46.95	47.36	46.59	47.38	5830900
SPG	Simon Property Group Inc		2016-01-05	Real Estate	REITs	193.00	196.17	192.63	196.76	1236500
SPGI	S&P Global, Inc.		2016-01-05	Financials	Diversified Financial Services	94.52	95.12	94.12	95.27	1049900
SPLS	Staples Inc.		2016-01-05	Consumer Discretionary	Specialty Stores	9.53	9.70	9.44	9.73	8683400
SRCL	Stericycle Inc	2008-11-19	2016-01-05	Industrials	Industrial Conglomerates	118.43	120.53	117.90	120.97	632400
SRE	Sempra Energy		2016-01-05	Utilities	MultiUtilities	92.83	94.29	92.11	94.43	1209900
STI	SunTrust Banks	1988-05-31	2016-01-05	Financials	Banks	41.66	41.77	41.46	41.97	4372300
STT	State Street Corp.		2016-01-05	Financials	Diversified Financial Services	64.97	65.24	64.74	65.65	1509000
STX	Seagate Technology	2012-07-02	2016-01-05	Information Technology	Computer Storage & Peripherals	36.50	36.33	35.92	36.88	3092700
STZ	Constellation Brands		2016-01-05	Consumer Staples	Distillers & Vintners	141.56	143.62	141.24	143.95	1753500
SWK	Stanley Black & Decker	1982-09-30	2016-01-05	Consumer Discretionary	Household Appliances	105.16	102.71	102.44	105.60	2550400
SWKS	Skyworks Solutions	2015-03-12	2016-01-05	Information Technology	Semiconductors	78.04	73.29	72.78	78.12	6011000
SWN	Southwestern Energy	2008-06-06	2016-01-05	Energy	Oil & Gas Exploration & Production	7.65	7.65	7.44	7.84	24616500
SYF	Synchrony Financial	2015-11-18	2016-01-05	Financials	Consumer Finance	29.85	30.11	29.45	30.28	7438000
SYK	Stryker Corp.		2016-01-05	Health Care	Health Care Equipment	90.12	90.89	89.98	91.02	1533500
SYMC	Symantec Corp.	2003-03-25	2016-01-05	Information Technology	Application Software	20.84	20.88	20.62	20.99	7229700
